parent_cluster_name,parent_cluster_type,child_cluster_name,menu_item_id,variant_id,source_item_id,source_item_kind,item_row_count,addon_row_count,raw_name_count,raw_names,mapping_is_verified,historical_merged_source_names
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,54290377,addon,0,32,2,Eggless Strawberry Cream Cheese Small Scoop | Strawberry Cream Cheese (60gm),True,Eggless Strawberry Cream Cheese | Strawberry Sample
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,fa24d0c0-4702-50ca-857e-72e45dc10274,unknown,0,0,0,,True,Eggless Strawberry Cream Cheese | Strawberry Sample
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,MINI_TUB_200ML,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,1284985341,item,277,0,4,Eggless Strawberry Cream Cheese Ice Cream (Mini Indulgence (200ml)) | Eggless Strawberry Cream Cheese Ice Cream (Mini tub (200ml)) | Strawberry Cream Cheese Ice Cream (Mini Tub (160gms)) | Strawberry Cream Cheese Ice Cream (Mini tub (160gms)),True,Eggless Strawberry Cream Cheese | Strawberry Sample
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,MINI_TUB_200ML,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,51217612,addon,0,11,1,Eggless Strawberry Cream Cheese Ice Cream 200ml,True,Eggless Strawberry Cream Cheese | Strawberry Sample
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,MINI_TUB_200ML,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,51217625,addon,0,15,1,Eggless Strawberry Cream Cheese Ice Cream 200ml,True,Eggless Strawberry Cream Cheese | Strawberry Sample
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,MINI_TUB_200ML,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,51217646,addon,0,1,1,Eggless Strawberry Cream Cheese Ice Cream 200ml,True,Eggless Strawberry Cream Cheese | Strawberry Sample
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,MINI_TUB_200ML,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,51217654,addon,0,16,1,Eggless Strawberry Cream Cheese Ice Cream 200ml,True,Eggless Strawberry Cream Cheese | Strawberry Sample
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,MINI_TUB_200ML,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,51492577,addon,0,3,1,Eggless Strawberry Cream Cheese Ice Cream 200ml,True,Eggless Strawberry Cream Cheese | Strawberry Sample
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,MINI_TUB_200ML,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,51949300,addon,0,5,1,Eggless Strawberry Cream Cheese Ice Cream 200ml,True,Eggless Strawberry Cream Cheese | Strawberry Sample
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,MINI_TUB_200ML,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,51975420,addon,0,3,1,Eggless Strawberry Cream Cheese Ice Cream 200ml,True,Eggless Strawberry Cream Cheese | Strawberry Sample
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,MINI_TUB_200ML,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,51975433,addon,0,2,1,Eggless Strawberry Cream Cheese Ice Cream 200ml,True,Eggless Strawberry Cream Cheese | Strawberry Sample
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,MINI_TUB_200ML,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,51975434,addon,0,26,1,Eggless Strawberry Cream Cheese Ice Cream 200ml,True,Eggless Strawberry Cream Cheese | Strawberry Sample
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,MINI_TUB_200ML,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,51975435,addon,0,4,1,Eggless Strawberry Cream Cheese Ice Cream 200ml,True,Eggless Strawberry Cream Cheese | Strawberry Sample
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,MINI_TUB_200ML,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,52320265,addon,0,3,1,Eggless Strawberry Cream Cheese Ice Cream 200ml,True,Eggless Strawberry Cream Cheese | Strawberry Sample
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,MINI_TUB_200ML,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,52700804,addon,0,2,1,Eggless Strawberry Cream Cheese Ice Cream 200ml,True,Eggless Strawberry Cream Cheese | Strawberry Sample
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,b747b32a-ee01-59b9-b443-75581bb57863,1284985342,item,313,0,2,Eggless Strawberry Cream Cheese Ice Cream (Regular Scoop) | Strawberry Cream Cheese Ice Cream (Regular Scoop (120gm)),True,Eggless Strawberry Cream Cheese | Strawberry Sample
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,REGULAR_TUB_300ML,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,95cd7af2-383e-5449-893f-83f53bb658bf,1283123384,item,351,0,6,Eggless Strawberry Cream Cheese Ice Cream (Perfect Plenty (200gms)) | Eggless Strawberry Cream Cheese Ice Cream (Perfect Plenty (300ml)) | Eggless Strawberry Cream Cheese Ice Cream (Perfect Plenty) | Eggless Strawberry Cream Cheese Ice Cream (Regular Tub (300ml)) | Eggless Strawberry Cream Cheese Ice Cream (navratri) (Regular Tub (300ml)) | Strawberry Cream Cheese Ice Cream (Regular Tub (220gms)),True,Eggless Strawberry Cream Cheese | Strawberry Sample
Employee Dessert ( Any 1 ),Dessert,1_PIECE,333fab67-306a-5a00-9e14-488ac4927ab6,f8b92f1e-8f3b-5a1c-8615-215dd0b3a4cc,1292464076,item,47,0,1,Employee Dessert ( Any 1 ),True,
Fig & Orange Ice Cream,Ice Cream,FAMILY_TUB_725ML,af249e85-4855-5076-867f-139e7e79da37,b43993c2-8f3b-541e-af64-c9599eba6e7d,1282581641,item,11,0,4,Fig & Orange Ice Cream (Family Tub (500gms)) | Fig Orange Ice Cream (Family Feast (550gms)) | Fig Orange Ice Cream (Family Feast (725ml)) | Fig Orange Ice Cream (Family Tub (725ml)),True,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fig & Orange Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,af249e85-4855-5076-867f-139e7e79da37,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,5285e894-3993-522e-a621-01759240e55a,unknown,0,0,0,,True,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fig & Orange Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,af249e85-4855-5076-867f-139e7e79da37,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,54290386,addon,0,12,4,Eggless Fig & Orange Ice Cream Small Scoop | Eggless Fig &amp; Orange Ice Cream Small Scoop | Fig & Orange (60gm) | Fig &amp; Orange Ice Cream Small Scoop,True,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fig & Orange Ice Cream,Ice Cream,MINI_TUB_160GMS,af249e85-4855-5076-867f-139e7e79da37,a1df2a57-b94a-56db-b890-3cba1e7aa15c,26706441-317b-56c7-a919-a15c4c5aff5b,unknown,0,0,0,,True,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fig & Orange Ice Cream,Ice Cream,MINI_TUB_160GMS,af249e85-4855-5076-867f-139e7e79da37,a1df2a57-b94a-56db-b890-3cba1e7aa15c,3a26066b-ac9b-56b6-a341-3cfc5590723f,unknown,0,0,0,,True,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fig & Orange Ice Cream,Ice Cream,MINI_TUB_160GMS,af249e85-4855-5076-867f-139e7e79da37,a1df2a57-b94a-56db-b890-3cba1e7aa15c,bd7b2544-405e-5b1f-ad4d-07bee01b06da,unknown,0,0,0,,True,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fig & Orange Ice Cream,Ice Cream,MINI_TUB_200ML,af249e85-4855-5076-867f-139e7e79da37,74f43046-a2ff-5e69-9b78-1724b6f0a030,1284985010,item,111,0,4,Eggless Fig Orange Ice Cream (Mini tub (200ml)) | Fig & Orange Ice Cream (Mini Tub (160gms)) | Fig & Orange Ice Cream (Mini tub (160gms)) | Fig Orange Ice Cream (Mini tub (200ml)),True,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fig & Orange Ice Cream,Ice Cream,MINI_TUB_200ML,af249e85-4855-5076-867f-139e7e79da37,74f43046-a2ff-5e69-9b78-1724b6f0a030,51217616,addon,0,2,1,Fig &amp; Orange Ice Cream 200ml,True,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fig & Orange Ice Cream,Ice Cream,MINI_TUB_200ML,af249e85-4855-5076-867f-139e7e79da37,74f43046-a2ff-5e69-9b78-1724b6f0a030,51217633,addon,0,34,2,Eggless Fig & Orange Ice Cream 200ml | Fig & Orange Ice Cream 200ml,True,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fig & Orange Ice Cream,Ice Cream,MINI_TUB_200ML,af249e85-4855-5076-867f-139e7e79da37,74f43046-a2ff-5e69-9b78-1724b6f0a030,51217661,addon,0,1,1,Fig &amp; Orange Ice Cream 200ml,True,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fig & Orange Ice Cream,Ice Cream,MINI_TUB_200ML,af249e85-4855-5076-867f-139e7e79da37,74f43046-a2ff-5e69-9b78-1724b6f0a030,51492581,addon,0,12,2,Eggless Fig & Orange Ice Cream 200ml | Fig & Orange Ice Cream 200ml,True,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fig & Orange Ice Cream,Ice Cream,MINI_TUB_200ML,af249e85-4855-5076-867f-139e7e79da37,74f43046-a2ff-5e69-9b78-1724b6f0a030,53507745,addon,0,1,1,Fig &amp; Orange 200ml,True,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fig & Orange Ice Cream,Ice Cream,MINI_TUB_200ML,af249e85-4855-5076-867f-139e7e79da37,74f43046-a2ff-5e69-9b78-1724b6f0a030,53507746,addon,0,4,2,Eggless Fig &amp; Orange 200ml | Fig &amp; Orange 200ml,True,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fig & Orange Ice Cream,Ice Cream,MINI_TUB_200ML,af249e85-4855-5076-867f-139e7e79da37,74f43046-a2ff-5e69-9b78-1724b6f0a030,53507747,addon,0,15,2,Eggless Fig & Orange 200ml | Fig & Orange 200ml,True,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fig & Orange Ice Cream,Ice Cream,MINI_TUB_200ML,af249e85-4855-5076-867f-139e7e79da37,74f43046-a2ff-5e69-9b78-1724b6f0a030,53507748,addon,0,3,2,Eggless Fig & Orange 200ml | Fig & Orange 200ml,True,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fig & Orange Ice Cream,Ice Cream,PERFECT_PLENTY_200GMS,af249e85-4855-5076-867f-139e7e79da37,0a41ed3b-37e4-540b-bc5c-407631835802,1282581639,item,150,0,11,Eggless Fig & Orange Ice Cream (Regular Tub (300ml)) | Eggless Fig & Orange Ice Cream (navratri) (Regular Tub (300ml)) | Eggless Fig &amp; Orange Ice Cream (Regular Tub (300ml)) | Eggless Fig Orange Ice Cream (Regular Tub (300ml)) | Fig & Orange Ice Cream (Regular Tub (220gms)) | Fig &amp; Orange Ice Cream (Regular Tub (220gms)) | Fig Orange Ice Cream (Perfect Plenty (200gms)) | Fig Orange Ice Cream (Perfect Plenty (300ml)) | Fig Orange Ice Cream (Perfect Plenty) | Fig Orange Ice Cream (Regular Tub (300ml)) | Fig Orange Ice Cream (Regular),True,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fig & Orange Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,af249e85-4855-5076-867f-139e7e79da37,b747b32a-ee01-59b9-b443-75581bb57863,1284985133,item,177,0,3,Eggless Fig Orange Ice Cream (Regular Scoop) | Fig & Orange Ice Cream (Regular Scoop (120gm)) | Fig Orange Ice Cream (Regular Scoop),True,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fudgy Chocolate Brownie,Dessert,1_PIECE,1182c413-4f67-5339-adb3-b4329846ab53,f8b92f1e-8f3b-5a1c-8615-215dd0b3a4cc,1293968810,item,45,0,2,Fudgy Chocolate Brownie | Fudgy Chocolate Brownie (1pc),True,
Fudgy Chocolate Brownie,Dessert,1_PIECE,1182c413-4f67-5339-adb3-b4329846ab53,f8b92f1e-8f3b-5a1c-8615-215dd0b3a4cc,60840446,addon,0,2,1,Fudgy Chocolate Brownie (1pc),True,
Fudgy Chocolate Brownie,Dessert,1_PIECE,1182c413-4f67-5339-adb3-b4329846ab53,f8b92f1e-8f3b-5a1c-8615-215dd0b3a4cc,60841060,addon,0,2,1,Fudgy Chocolate Brownie (1pc),True,
Fudgy Chocolate Brownie,Dessert,1_PIECE,1182c413-4f67-5339-adb3-b4329846ab53,f8b92f1e-8f3b-5a1c-8615-215dd0b3a4cc,b48d80d1-5208-54f6-9df9-d1e82b43ff05,unknown,0,0,0,,True,
Fudgy Chocolate Brownie,Dessert,2_PIECES,1182c413-4f67-5339-adb3-b4329846ab53,5f354550-0f38-58c3-ad16-97672a66817d,1295954711,item,91,0,1,Fudgy Chocolate Brownie (2pcs) - Round Shape,True,
Go Bananas Ice Cream,Ice Cream,MINI_TUB_200ML,43b1f9c5-9438-5be8-bc91-488ff9c56d3d,74f43046-a2ff-5e69-9b78-1724b6f0a030,51217619,addon,0,1,1,Go Bananas Ice Cream 200ml,True,
Go Bananas Ice Cream,Ice Cream,MINI_TUB_200ML,43b1f9c5-9438-5be8-bc91-488ff9c56d3d,74f43046-a2ff-5e69-9b78-1724b6f0a030,51217639,addon,0,1,1,Go Bananas Ice Cream 200ml,True,
Half In Half Regular Scoop Combo,Combo,REGULAR_SCOOP_120GMS,32941b27-b380-5495-add7-8022f4c99487,b747b32a-ee01-59b9-b443-75581bb57863,1285947613,item,376,0,1,Half In Half Regular Scoop Combo,True,
Hot Chocolate,Drinks,1_PIECE,113d84b7-b764-54a0-aeab-d349fec36b83,f8b92f1e-8f3b-5a1c-8615-215dd0b3a4cc,1298172691,item,6,0,1,Hot Chocolate,True,
Hot Chocolate Fudge Sauce,Extra,250GMS,69b53068-1808-5967-a7b4-6d827ae0098b,41b9844c-f8f1-543a-8f80-fec32f9f18e3,1293968811,item,1,0,1,Hot Chocolate Fudge Sauce (250gm),True,
Hot Chocolate Fudge Sauce 50gm,Extra,1_PIECE,68e9f641-0d12-5699-bda0-0fc452640a25,f8b92f1e-8f3b-5a1c-8615-215dd0b3a4cc,1298471396,item,15,0,1,Hot Chocolate Fudge Sauce 50gm,True,
Ice Cream Cake,Ice Cream,1KG,1f051617-9f42-5495-984d-01f0b811f45f,4398d6ab-f481-5179-9903-084067113cc0,1290957951,item,1,0,1,Ice Cream Cake 1kg,True,
Ice Cream Cake,Ice Cream,400GMS,1f051617-9f42-5495-984d-01f0b811f45f,4442990c-72cc-5474-a4f2-1a429caac09a,1289378563,item,2,0,1,Ice Cream Cake 400gm,True,
Ice Cream Factory Visit & Trials,Service,FAMILY,9dfd092f-1a87-5eec-9536-b4f0acb02f6c,190eb2e5-5671-55be-ac33-57907b87a2ce,1282786652,item,9,0,1,Ice Cream Factory Visit & Trials(family),True,
Ice Cream Factory Visit & Trials,Service,SINGLE,9dfd092f-1a87-5eec-9536-b4f0acb02f6c,f2a1ea5a-2b0b-562d-8c50-808760640024,1282786651,item,2,0,1,Ice Cream Factory Visit & Trials (single),True,
Just Chocolate,Ice Cream,MINI_TUB_160GMS,5b5641cb-5e82-543b-b6fe-1014f0d327b6,a1df2a57-b94a-56db-b890-3cba1e7aa15c,fe18f747-ce4b-52b3-8aff-f4f37aa9afdb,unknown,0,0,0,,True,
Large Box Thermocol And Dry Ice Packaging,Extra,1_PIECE,35135dfb-b56a-53ba-a515-ce7c5cd1fe88,f8b92f1e-8f3b-5a1c-8615-215dd0b3a4cc,1288951244,item,1,0,1,Large Box Thermocol And Dry Ice Packaging,True,
"Lemongrass, Ginger & Lemon Jam Ice Cream",Ice Cream,FAMILY_TUB_500GMS,8b5194fc-8f8e-59ee-9367-e4d63f1a39a4,6326525b-bdc3-534a-9f1a-1f0586c04d1b,1300982024,item,5,0,1,"Lemongrass, Ginger & Lemon Jam Ice Cream (Family Tub (500gms))",True,Lemongrass Ginger & Lemon Jam | Lemongrass Ginger & Lemon Jam Ice Cream | Lemongrass Ginger Sample
"Lemongrass, Ginger & Lemon Jam Ice Cream",Ice Cream,JUNIOR_SCOOP_60GMS,8b5194fc-8f8e-59ee-9367-e4d63f1a39a4,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,1300982020,item,2,0,1,"Lemongrass, Ginger & Lemon Jam Ice Cream (Junior Scoop (60gm))",True,Lemongrass Ginger & Lemon Jam | Lemongrass Ginger & Lemon Jam Ice Cream | Lemongrass Ginger Sample
"Lemongrass, Ginger & Lemon Jam Ice Cream",Ice Cream,JUNIOR_SCOOP_60GMS,8b5194fc-8f8e-59ee-9367-e4d63f1a39a4,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,797299fd-04bd-58e8-a065-831c635bc130,unknown,0,0,0,,True,Lemongrass Ginger & Lemon Jam | Lemongrass Ginger & Lemon Jam Ice Cream | Lemongrass Ginger Sample
"Lemongrass, Ginger & Lemon Jam Ice Cream",Ice Cream,MINI_TUB_160GMS,8b5194fc-8f8e-59ee-9367-e4d63f1a39a4,a1df2a57-b94a-56db-b890-3cba1e7aa15c,1300982022,item,66,0,3,"Lemongrass, Ginger & Lemon Jam Ice Cream (Mini Tub (160gms)) | Lemongrass, Ginger & Lemon Jam Ice Cream (Mini tub (160gms)) | Lemongrass, Ginger &amp; Lemon Jam Ice Cream (Mini Tub (160gms))",True,Lemongrass Ginger & Lemon Jam | Lemongrass Ginger & Lemon Jam Ice Cream | Lemongrass Ginger Sample
"Lemongrass, Ginger & Lemon Jam Ice Cream",Ice Cream,REGULAR_SCOOP_120GMS,8b5194fc-8f8e-59ee-9367-e4d63f1a39a4,b747b32a-ee01-59b9-b443-75581bb57863,1300982021,item,63,0,1,"Lemongrass, Ginger & Lemon Jam Ice Cream (Regular Scoop (120gm))",True,Lemongrass Ginger & Lemon Jam | Lemongrass Ginger & Lemon Jam Ice Cream | Lemongrass Ginger Sample
"Lemongrass, Ginger & Lemon Jam Ice Cream",Ice Cream,REGULAR_TUB_220GMS,8b5194fc-8f8e-59ee-9367-e4d63f1a39a4,e1b8037f-345a-52d6-ae94-cc115490705a,1300982023,item,25,0,1,"Lemongrass, Ginger & Lemon Jam Ice Cream (Regular Tub (220gms))",True,Lemongrass Ginger & Lemon Jam | Lemongrass Ginger & Lemon Jam Ice Cream | Lemongrass Ginger Sample
Masala Chai Ice Cream,Ice Cream,FAMILY_TUB_700ML,7e934374-853c-5250-a690-ad9f0abea8a4,ad6587f3-b7c1-536c-88cb-c48b0b610ada,1282581667,item,2,0,1,Masala Chai Ice Cream (Family Tub (700ml)),True,Masala Chai (60gm)
Masala Chai Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,7e934374-853c-5250-a690-ad9f0abea8a4,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,3fe25113-88be-5457-b3b7-3777b57626e9,unknown,0,0,0,,True,Masala Chai (60gm)
Masala Chai Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,7e934374-853c-5250-a690-ad9f0abea8a4,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,54290389,addon,0,2,1,Masala Chai Ice Cream Small Scoop,True,Masala Chai (60gm)
Masala Chai Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,7e934374-853c-5250-a690-ad9f0abea8a4,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,721e9baa-1eb1-5346-86eb-2f94381f1bbd,unknown,0,0,0,,True,Masala Chai (60gm)
Masala Chai Ice Cream,Ice Cream,MINI_TUB_160GMS,7e934374-853c-5250-a690-ad9f0abea8a4,a1df2a57-b94a-56db-b890-3cba1e7aa15c,84e16456-ed08-56b2-aa51-47f94815b57c,unknown,0,0,0,,True,Masala Chai (60gm)
Masala Chai Ice Cream,Ice Cream,MINI_TUB_200ML,7e934374-853c-5250-a690-ad9f0abea8a4,74f43046-a2ff-5e69-9b78-1724b6f0a030,1284985033,item,22,0,3,Masala Chai Ice Cream (Mini Tub (160gms)) | Masala Chai Ice Cream (Mini tub (160gms)) | Masala Chai Ice Cream (Mini tub (200ml)),True,Masala Chai (60gm)
Masala Chai Ice Cream,Ice Cream,MINI_TUB_200ML,7e934374-853c-5250-a690-ad9f0abea8a4,74f43046-a2ff-5e69-9b78-1724b6f0a030,51949321,addon,0,2,1,Masala Chai Ice Cream 200ml,True,Masala Chai (60gm)
Masala Chai Ice Cream,Ice Cream,MINI_TUB_200ML,7e934374-853c-5250-a690-ad9f0abea8a4,74f43046-a2ff-5e69-9b78-1724b6f0a030,51949323,addon,0,11,1,Masala Chai Ice Cream 200ml,True,Masala Chai (60gm)
Masala Chai Ice Cream,Ice Cream,MINI_TUB_200ML,7e934374-853c-5250-a690-ad9f0abea8a4,74f43046-a2ff-5e69-9b78-1724b6f0a030,51949324,addon,0,1,1,Masala Chai Ice Cream 200ml,True,Masala Chai (60gm)
Masala Chai Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,7e934374-853c-5250-a690-ad9f0abea8a4,b747b32a-ee01-59b9-b443-75581bb57863,1284985186,item,21,0,2,Masala Chai Ice Cream (Regular Scoop (120gm)) | Masala Chai Ice Cream (Regular Scoop),True,Masala Chai (60gm)
Masala Chai Ice Cream,Ice Cream,REGULAR_TUB_300ML,7e934374-853c-5250-a690-ad9f0abea8a4,95cd7af2-383e-5449-893f-83f53bb658bf,1282581666,item,28,0,3,Masala Chai Ice Cream (Perfect Plenty (300ml)) | Masala Chai Ice Cream (Regular Tub (220gms)) | Masala Chai Ice Cream (Regular Tub (300ml)),True,Masala Chai (60gm)
Matcha Berries Ice Cream,Ice Cream,FAMILY_TUB_500GMS,44b22abe-2ca0-5a2e-8919-43396cfdecda,6326525b-bdc3-534a-9f1a-1f0586c04d1b,1299587668,item,1,0,1,Matcha Berries Ice Cream (Family Tub (500gms)),True,
Matcha Berries Ice Cream,Ice Cream,MINI_TUB_160GMS,44b22abe-2ca0-5a2e-8919-43396cfdecda,a1df2a57-b94a-56db-b890-3cba1e7aa15c,1299587666,item,30,0,2,Matcha Berries Ice Cream (Mini Tub (160gms)) | Matcha Berries Ice Cream (Mini tub (160gms)),True,
Matcha Berries Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,44b22abe-2ca0-5a2e-8919-43396cfdecda,b747b32a-ee01-59b9-b443-75581bb57863,1299587665,item,18,0,1,Matcha Berries Ice Cream (Regular Scoop (120gm)),True,
Mocha Indulgence Duo Ice Creams,Combo,DUO_200ML_200ML,0e5a948e-b98d-52c2-96ae-9e4a8ae8a6df,d755256f-e108-56e3-b125-be7736f091af,1284125405,item,3,0,1,Mocha Indulgence Duo Ice Creams (200ml + 200ml),True,
Monkey Business Ice Cream,Ice Cream,FAMILY_TUB_725ML,3c11f5f6-0712-593a-972b-b3a9acb398b5,b43993c2-8f3b-541e-af64-c9599eba6e7d,1282807671,item,54,0,6,Monkey Business Ice Cream (Family Feast (550gms)) | Monkey Business Ice Cream (Family Feast (725ml)) | Monkey Business Ice Cream (Family Feast) | Monkey Business Ice Cream (Family Tub (500gms)) | Monkey Business Ice Cream (Family Tub (700ml)) | Monkey Business Ice Cream (Family Tub (725ml)),True,Monkey Business Ice Cream (60gm)
Monkey Business Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,3c11f5f6-0712-593a-972b-b3a9acb398b5,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,1285047240,item,4,0,1,Monkey Business Ice Cream (Junior Scoop (60gm)),True,Monkey Business Ice Cream (60gm)
Monkey Business Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,3c11f5f6-0712-593a-972b-b3a9acb398b5,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,54290388,addon,0,13,1,Monkey Business Ice Cream Small Scoop,True,Monkey Business Ice Cream (60gm)
Monkey Business Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,3c11f5f6-0712-593a-972b-b3a9acb398b5,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,f8774856-05a4-5909-baf7-d4902fa8e83a,unknown,0,0,0,,True,Monkey Business Ice Cream (60gm)
Monkey Business Ice Cream,Ice Cream,MINI_TUB_160GMS,3c11f5f6-0712-593a-972b-b3a9acb398b5,a1df2a57-b94a-56db-b890-3cba1e7aa15c,4f4a842c-2bde-5bf3-89d2-6ffdd5a45e01,unknown,0,0,0,,True,Monkey Business Ice Cream (60gm)
Monkey Business Ice Cream,Ice Cream,MINI_TUB_200ML,3c11f5f6-0712-593a-972b-b3a9acb398b5,74f43046-a2ff-5e69-9b78-1724b6f0a030,1284985076,item,112,0,3,Monkey Business Ice Cream (Mini Tub (160gms)) | Monkey Business Ice Cream (Mini tub (160gms)) | Monkey Business Ice Cream (Mini tub (200ml)),True,Monkey Business Ice Cream (60gm)
Monkey Business Ice Cream,Ice Cream,MINI_TUB_200ML,3c11f5f6-0712-593a-972b-b3a9acb398b5,74f43046-a2ff-5e69-9b78-1724b6f0a030,51217618,addon,0,1,1,Monkey Business Ice Cream 200ml,True,Monkey Business Ice Cream (60gm)
Monkey Business Ice Cream,Ice Cream,MINI_TUB_200ML,3c11f5f6-0712-593a-972b-b3a9acb398b5,74f43046-a2ff-5e69-9b78-1724b6f0a030,51217637,addon,0,32,1,Monkey Business Ice Cream 200ml,True,Monkey Business Ice Cream (60gm)
Monkey Business Ice Cream,Ice Cream,MINI_TUB_200ML,3c11f5f6-0712-593a-972b-b3a9acb398b5,74f43046-a2ff-5e69-9b78-1724b6f0a030,51217659,addon,0,1,1,Monkey Business Ice Cream 200ml,True,Monkey Business Ice Cream (60gm)
Monkey Business Ice Cream,Ice Cream,MINI_TUB_200ML,3c11f5f6-0712-593a-972b-b3a9acb398b5,74f43046-a2ff-5e69-9b78-1724b6f0a030,51492583,addon,0,3,1,Monkey Business Ice Cream 200ml,True,Monkey Business Ice Cream (60gm)
Monkey Business Ice Cream,Ice Cream,MINI_TUB_200ML,3c11f5f6-0712-593a-972b-b3a9acb398b5,74f43046-a2ff-5e69-9b78-1724b6f0a030,51975428,addon,0,3,1,Monkey Business Ice Cream 200ml,True,Monkey Business Ice Cream (60gm)
